"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
NA,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-04-20,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-10-20,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-09-20,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-03-20,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-02-20,51,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-08-20,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-02-20,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-08-20,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-07-20,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
9-06-20,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
9-12-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-01-20,6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-02-20,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-03-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-04-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-05-20,5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-06-20,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-07-20,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-08-20,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-09-20,0,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-10-20,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-11-20,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
1-12-20,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,58,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,55,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-01-20,52,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-02-20,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-03-20,63,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-04-20,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-05-20,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-06-20,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-07-20,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-08-20,7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-09-20,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-10-20,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-11-20,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
2-12-20,3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,0,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,2,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,1,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,1,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,0,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,51,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-01-20,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-02-20,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-03-20,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-04-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-05-20,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-06-20,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-07-20,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-08-20,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-09-20,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-10-20,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-11-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
3-12-20,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,56,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,67,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,56,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-01-20,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-02-20,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-03-20,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-04-20,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-05-20,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-06-20,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-07-20,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-08-20,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-09-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-10-20,17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-11-20,30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
4-12-20,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-01-20,40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-02-20,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-03-20,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-04-20,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-05-20,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-10-20,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-11-20,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
5-12-20,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,52,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,49,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-01-20,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-02-20,50,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-03-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-04-20,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-05-20,60,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-06-20,53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-07-20,12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-08-20,10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-09-20,3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-10-20,9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-11-20,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
6-12-20,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-01-20,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-02-20,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-03-20,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-04-20,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-05-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-06-20,42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-07-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-08-20,35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-09-20,31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-10-20,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-11-20,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
7-12-20,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,51,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-01-20,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-02-20,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-03-20,34,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-04-20,25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-05-20,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-06-20,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-07-20,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-08-20,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-09-20,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-10-20,45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-11-20,37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
8-12-20,43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
NA,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
9-01-20,38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
9-02-20,32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
9-03-20,33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
